"rt","response","trial_index","time_elapsed","whichPrime","trialType","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"711","f","176","312693","","iat","Math","science","science or men","science or men","liberal arts or women","true",""
"872","j","178","313817","","iat","Mother","women","liberal arts or women","science or men","liberal arts or women","true",""
"728","f","180","314799","","iat","Boy","men","science or men","science or men","liberal arts or women","true",""
"586","f","182","315638","","iat","Uncle","men","science or men","science or men","liberal arts or women","true",""
"616","f","184","316507","","iat","Gentleman","men","science or men","science or men","liberal arts or women","true",""
"687","f","186","317447","","iat","Girl","women","liberal arts or women","science or men","liberal arts or women","false",""
"1512","f","188","319211","","iat","Anthropology","liberal arts","liberal arts or women","science or men","liberal arts or women","false",""
"1238","j","190","320702","","iat","Female","women","liberal arts or women","science or men","liberal arts or women","true",""
"577","j","192","321532","","iat","Aunt","women","liberal arts or women","science or men","liberal arts or women","true",""
"644","f","194","322429","","iat","Father","men","science or men","science or men","liberal arts or women","true",""
"853","f","196","323535","","iat","Male","men","science or men","science or men","liberal arts or women","true",""
"944","f","198","324733","","iat","Physics","science","science or men","science or men","liberal arts or women","true",""
"996","j","200","325983","","iat","Literature","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"653","j","202","326890","","iat","Woman","women","liberal arts or women","science or men","liberal arts or women","true",""
"937","f","204","328079","","iat","Chemistry","science","science or men","science or men","liberal arts or women","true",""
"1091","j","206","329423","","iat","Sociology","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"643","j","208","330319","","iat","Arts","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"728","j","210","331300","","iat","Wife","women","liberal arts or women","science or men","liberal arts or women","true",""
"691","f","212","332245","","iat","Grandpa","men","science or men","science or men","liberal arts or women","true",""
"866","j","214","333363","","iat","Grandma","women","liberal arts or women","science or men","liberal arts or women","true",""
"896","f","216","334513","","iat","English","liberal arts","liberal arts or women","science or men","liberal arts or women","false",""
"789","j","218","335555","","iat","Dance","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"1005","f","220","336813","","iat","Statistics","science","science or men","science or men","liberal arts or women","true",""
"1707","f","222","338773","","iat","Son","men","science or men","science or men","liberal arts or women","true",""
"2026","f","225","347833","","iat","Brother","men","liberal arts or men","liberal arts or men","science or women","true",""
"913","f","227","348999","","iat","History","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"733","f","229","349984","","iat","Son","men","liberal arts or men","liberal arts or men","science or women","true",""
"963","f","231","351199","","iat","Grandpa","men","liberal arts or men","liberal arts or men","science or women","true",""
"768","f","233","352220","","iat","Husband","men","liberal arts or men","liberal arts or men","science or women","true",""
"771","j","235","353243","","iat","Grandma","women","science or women","liberal arts or men","science or women","true",""
"1335","j","237","354831","","iat","Math","science","science or women","liberal arts or men","science or women","true",""
"1177","j","239","356261","","iat","Wife","women","science or women","liberal arts or men","science or women","true",""
"661","j","241","357174","","iat","Sister","women","science or women","liberal arts or men","science or women","true",""
"645","j","243","358074","","iat","Chemistry","science","science or women","liberal arts or men","science or women","true",""
"845","f","245","359172","","iat","Uncle","men","liberal arts or men","liberal arts or men","science or women","true",""
"1123","j","247","360547","","iat","Geology","science","science or women","liberal arts or men","science or women","true",""
"850","j","249","361650","","iat","Female","women","science or women","liberal arts or men","science or women","true",""
"1119","f","251","363022","","iat","Sociology","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"901","j","253","364175","","iat","Astronomy","science","science or women","liberal arts or men","science or women","true",""
"750","f","255","365177","","iat","Man","men","liberal arts or men","liberal arts or men","science or women","true",""
"857","j","257","366288","","iat","Daughter","women","science or women","liberal arts or men","science or women","true",""
"734","f","259","367275","","iat","Father","men","liberal arts or men","liberal arts or men","science or women","true",""
"789","j","261","368317","","iat","Girl","women","science or women","liberal arts or men","science or women","true",""
"938","j","263","369508","","iat","Engineering","science","science or women","liberal arts or men","science or women","true",""
"1010","f","265","370772","","iat","Dance","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"1667","f","267","372692","","iat","Anthropology","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"1164","f","269","374110","","iat","Arts","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"852","j","271","375214","","iat","Boy","men","liberal arts or men","liberal arts or men","science or women","false",""
"1497","j","273","376965","","iat","Mother","women","science or women","liberal arts or men","science or women","true",""
"1793","j","275","379012","","iat","Statistics","science","science or women","liberal arts or men","science or women","true",""
"884","f","277","380149","","iat","Literature","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"857","f","279","381259","","iat","Male","men","liberal arts or men","liberal arts or men","science or women","true",""
"990","f","281","382502","","iat","English","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"643","f","283","383397","","iat","Gentleman","men","liberal arts or men","liberal arts or men","science or women","true",""
"1164","f","285","384815","","iat","Philosophy","liberal arts","liberal arts or men","liberal arts or men","science or women","true",""
"972","j","287","386040","","iat","Lady","women","science or women","liberal arts or men","science or women","true",""
"651","j","289","386944","","iat","Aunt","women","science or women","liberal arts or men","science or women","true",""
"807","j","291","388004","","iat","Ecology","science","science or women","liberal arts or men","science or women","true",""
"705","j","293","388963","","iat","Physics","science","science or women","liberal arts or men","science or women","true",""
"645","j","295","389860","","iat","Biology","science","science or women","liberal arts or men","science or women","true",""
"55127","{""Q0"":1,""Q1"":5,""Q2"":0,""Q3"":5,""Q4"":1,""Q5"":4,""Q6"":2,""Q7"":4,""Q8"":0,""Q9"":5}","297","445243","","questionnaire","","","","","","","[0,1,2,3,4,5,6,7,8,9]"
