"rt","response","trial_index","time_elapsed","whichPrime","trialType","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"794","f","85","110834","","iat","Aunt","women","women","women","men","true",""
"782","f","87","111870","","iat","Grandma","women","women","women","men","true",""
"685","j","89","112808","","iat","Gentleman","men","men","women","men","true",""
"698","f","91","113761","","iat","Wife","women","women","women","men","true",""
"642","j","93","114656","","iat","Uncle","men","men","women","men","true",""
"745","f","95","115656","","iat","Woman","women","women","women","men","true",""
"671","f","97","116580","","iat","Sister","women","women","women","men","true",""
"583","j","99","117417","","iat","Gentleman","men","men","women","men","true",""
"540","f","101","118212","","iat","Mother","women","women","women","men","true",""
"704","f","103","119171","","iat","Woman","women","women","women","men","true",""
"1708","j","105","121135","","iat","Brother","men","men","women","men","true",""
"679","f","107","122068","","iat","Lady","women","women","women","men","true",""
"894","f","109","123217","","iat","Female","women","women","women","men","true",""
"720","f","111","124192","","iat","Aunt","women","women","women","men","true",""
"583","j","113","125030","","iat","Son","men","men","women","men","true",""
"822","f","115","126107","","iat","Girl","women","women","women","men","true",""
"621","j","117","126983","","iat","Brother","men","men","women","men","true",""
"706","f","119","127944","","iat","Female","women","women","women","men","true",""
"705","f","121","128904","","iat","Mother","women","women","women","men","true",""
"578","f","123","129738","","iat","Husband","men","men","women","men","false",""
"694","j","125","130687","","iat","Father","men","men","women","men","true",""
"774","j","127","131716","","iat","Male","men","men","women","men","true",""
"876","j","129","132847","","iat","Man","men","men","women","men","true",""
"967","j","131","134069","","iat","Grandpa","men","men","women","men","true",""
"647","j","133","134971","","iat","Boy","men","men","women","men","true",""
"972","f","135","136197","","iat","Sister","women","women","women","men","true",""
"849","j","137","137299","","iat","Husband","men","men","women","men","true",""
"1348","j","139","138902","","iat","Grandpa","men","men","women","men","true",""
"667","f","141","139825","","iat","Lady","women","women","women","men","true",""
"1016","f","143","141096","","iat","Wife","women","women","women","men","true",""
"923","j","145","142274","","iat","Son","men","men","women","men","true",""
"1107","f","147","143636","","iat","Daughter","women","women","women","men","true",""
"1238","f","149","145129","","iat","Daughter","women","women","women","men","true",""
"1736","j","152","175370","","iat","Humanities","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"1016","f","154","176641","","iat","Biology","science","science or women","science or women","liberal arts or men","true",""
"1852","j","156","178748","","iat","Dance","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"727","j","158","179730","","iat","Man","men","liberal arts or men","science or women","liberal arts or men","true",""
"1525","f","160","181509","","iat","Ecology","science","science or women","science or women","liberal arts or men","true",""
"1290","f","162","183054","","iat","Daughter","women","science or women","science or women","liberal arts or men","true",""
"831","j","164","184139","","iat","Husband","men","liberal arts or men","science or women","liberal arts or men","true",""
"982","j","166","185375","","iat","Literature","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"1349","f","168","186978","","iat","Engineering","science","science or women","science or women","liberal arts or men","true",""
"666","f","170","187899","","iat","Sister","women","science or women","science or women","liberal arts or men","true",""
"607","j","172","188761","","iat","Gentleman","men","liberal arts or men","science or women","liberal arts or men","true",""
"801","j","174","189816","","iat","Father","men","liberal arts or men","science or women","liberal arts or men","true",""
"1342","f","176","191412","","iat","Chemistry","science","science or women","science or women","liberal arts or men","true",""
"1750","f","178","193417","","iat","Mother","women","science or women","science or women","liberal arts or men","true",""
"744","f","180","194415","","iat","Arts","liberal arts","liberal arts or men","science or women","liberal arts or men","false",""
"752","j","182","195422","","iat","Boy","men","liberal arts or men","science or women","liberal arts or men","true",""
"1259","f","184","196935","","iat","Math","science","science or women","science or women","liberal arts or men","true",""
"786","f","186","197975","","iat","Female","women","science or women","science or women","liberal arts or men","true",""
"695","f","188","198926","","iat","Lady","women","science or women","science or women","liberal arts or men","true",""
"842","f","190","200021","","iat","Wife","women","science or women","science or women","liberal arts or men","true",""
"1515","j","192","201791","","iat","Music","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"1068","f","194","203113","","iat","Astronomy","science","science or women","science or women","liberal arts or men","true",""
"773","f","196","204141","","iat","Aunt","women","science or women","science or women","liberal arts or men","true",""
"800","j","198","205196","","iat","Uncle","men","liberal arts or men","science or women","liberal arts or men","true",""
"1047","f","200","206497","","iat","Robotics","science","science or women","science or women","liberal arts or men","true",""
"1471","j","202","208222","","iat","Sociology","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"833","j","204","209308","","iat","Brother","men","liberal arts or men","science or women","liberal arts or men","true",""
"1021","j","206","210584","","iat","Philosophy","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"916","f","208","211754","","iat","Statistics","science","science or women","science or women","liberal arts or men","true",""
"997","j","210","213006","","iat","English","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"875","j","212","214135","","iat","Grandpa","men","liberal arts or men","science or women","liberal arts or men","true",""
"1350","f","214","215739","","iat","Geology","science","science or women","science or women","liberal arts or men","true",""
"1583","j","216","217576","","iat","Son","men","liberal arts or men","science or women","liberal arts or men","true",""
"810","f","218","218641","","iat","Girl","women","science or women","science or women","liberal arts or men","true",""
"1321","f","220","220217","","iat","Grandma","women","science or women","science or women","liberal arts or men","true",""
"1138","j","222","221610","","iat","History","liberal arts","liberal arts or men","science or women","liberal arts or men","true",""
"1263","j","225","231708","","iat","Engineering","science","science or men","science or men","liberal arts or women","false",""
"5395","f","227","237357","","iat","Physics","science","science or men","science or men","liberal arts or women","true",""
"1101","j","229","238713","","iat","Daughter","women","liberal arts or women","science or men","liberal arts or women","true",""
"1056","f","231","240024","","iat","Boy","men","science or men","science or men","liberal arts or women","true",""
"1047","j","233","241326","","iat","Music","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"2443","f","235","244024","","iat","Statistics","science","science or men","science or men","liberal arts or women","true",""
"630","f","237","244907","","iat","Husband","men","science or men","science or men","liberal arts or women","true",""
"687","j","239","245848","","iat","Wife","women","liberal arts or women","science or men","liberal arts or women","true",""
"783","j","241","246886","","iat","Humanities","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"1535","j","243","248677","","iat","History","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"1135","f","245","250066","","iat","Sociology","liberal arts","liberal arts or women","science or men","liberal arts or women","false",""
"928","f","247","251250","","iat","Chemistry","science","science or men","science or men","liberal arts or women","true",""
"852","f","249","252357","","iat","Father","men","science or men","science or men","liberal arts or women","true",""
"813","f","251","253425","","iat","Uncle","men","science or men","science or men","liberal arts or women","true",""
"981","f","253","254661","","iat","English","liberal arts","liberal arts or women","science or men","liberal arts or women","false",""
"996","j","255","255910","","iat","Grandma","women","liberal arts or women","science or men","liberal arts or women","true",""
"2556","j","257","258721","","iat","Philosophy","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"926","f","259","259902","","iat","Ecology","science","science or men","science or men","liberal arts or women","true",""
"1889","j","261","262046","","iat","Literature","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"547","j","263","262852","","iat","Female","women","liberal arts or women","science or men","liberal arts or women","true",""
"709","f","265","263819","","iat","Grandpa","men","science or men","science or men","liberal arts or women","true",""
"776","f","267","264851","","iat","Math","science","science or men","science or men","liberal arts or women","true",""
"830","f","269","265937","","iat","Man","men","science or men","science or men","liberal arts or women","true",""
"829","j","271","267019","","iat","Anthropology","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"849","f","273","268122","","iat","Gentleman","men","science or men","science or men","liberal arts or women","true",""
"826","j","275","269203","","iat","Mother","women","liberal arts or women","science or men","liberal arts or women","true",""
"1319","f","277","270777","","iat","Sister","women","liberal arts or women","science or men","liberal arts or women","false",""
"1060","f","279","272091","","iat","Male","men","science or men","science or men","liberal arts or women","true",""
"1589","j","281","273935","","iat","Dance","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"1594","j","283","275782","","iat","Arts","liberal arts","liberal arts or women","science or men","liberal arts or women","true",""
"641","j","285","276679","","iat","Girl","women","liberal arts or women","science or men","liberal arts or women","true",""
"890","f","287","277824","","iat","Son","men","science or men","science or men","liberal arts or women","true",""
"977","f","289","279056","","iat","Astronomy","science","science or men","science or men","liberal arts or women","true",""
"745","j","291","280054","","iat","Aunt","women","liberal arts or women","science or men","liberal arts or women","true",""
"1000","f","293","281308","","iat","Geology","science","science or men","science or men","liberal arts or women","true",""
"896","f","295","282459","","iat","Biology","science","science or men","science or men","liberal arts or women","true",""
"82655","{""Q0"":3,""Q1"":4,""Q2"":0,""Q3"":4,""Q4"":3,""Q5"":6,""Q6"":1,""Q7"":4,""Q8"":2,""Q9"":4}","297","365375","","questionnaire","","","","","","","[0,1,2,3,4,5,6,7,8,9]"
